"x","y"
782228.841401419,6884221.76353577
782199.423660013,6884240.7863644
782164.426962677,6884264.29774775
781533.479922666,6884072.13842727
782167.337321516,6884224.79885319
781486.201376015,6884124.55574299
781514.761339943,6884092.31985655
782163.303516494,6884244.21976395
781326.703321151,6884019.77128555
781397.061637397,6883946.32905293
781956.837741917,6884114.08909776
782126.982793018,6884158.12942643
782179.331540652,6884005.5983655
781312.377170585,6884052.44799167
781347.321807017,6884046.03946621
781333.611774161,6884006.06959346
779668.250822899,6883869.66602876
781339.523839662,6883987.28586498
774357.327236154,6883908.44360856
774145.085550787,6884080.67925608
774646.628580546,6883882.21355629
774662.0547098,6883897.91043451
774713.787806737,6883864.50791038
774740.828021723,6883891.5431739
774691.12085256,6883897.50838552
774648.883142871,6883864.23362747
773363.146430882,6884163.65413457
774396.233483079,6883946.46612758
774441.835122496,6883935.41386093
773439.91158545,6884466.63952588
773530.556926745,6884272.42533838
